Start City,End City,Route 1,Cost 1,Time 1,Route 2,Cost 2,Time 2,Route 3,Cost 3,Time 3,Route 4,Cost 4,Time 4,Route 5,Cost 5,Time 5
Chennai,Surendranagar,Chennai(road)Surendranagar,180.00,2.60,Chennai(rail)Lucknow(road)Surendranagar,101.00,9.06,Chennai(road)Jaysingpur(rail)Surendranagar,126.00,7.05,Chennai(rail)Surajpur(rail)Surendranagar,131.00,6.93,Chennai(rail)Chatrapur(rail)Surendranagar,134.00,10.45
Chennai,Thiruvalla,Chennai(air)Thiruvalla,234.00,2.81,Chennai(rail)Lucknow(road)Thiruvalla,92.00,10.10,Chennai(road)Durg(rail)Thiruvalla,97.00,11.14,Chennai(rail)Mumbai(rail)Thiruvalla,102.00,9.51,Chennai(rail)Chatrapur(rail)Thiruvalla,118.00,9.80
Chennai,Ranebennur,Chennai(road)Ranebennur,102.00,2.48,Chennai(rail)Mumbai(rail)Ranebennur,84.00,6.92,Chennai(rail)Sardarshahar(road)Ranebennur,105.00,7.25,Chennai(rail)Harihar(rail)Ranebennur,113.00,9.29,Chennai(road)Orai(road)Ranebennur,123.00,4.74
Chennai,Karaikal,Chennai(road)Karaikal,116.00,3.67,Chennai(rail)Mumbai(rail)Karaikal,87.00,11.23,Chennai(rail)Lucknow(rail)Karaikal,99.00,12.25,Chennai(rail)Raipur(road)Karaikal,103.00,10.76,Chennai(rail)Chatrapur(rail)Karaikal,111.00,7.64
Chennai,Belgaum,Chennai(air)Sagar(air)Belgaum,492.00,2.63,Chennai(rail)Mumbai(road)Belgaum,104.00,7.36,Chennai(rail)Chatrapur(rail)Belgaum,108.00,9.93,Chennai(rail)Harihar(rail)Belgaum,110.00,11.97,Chennai(rail)Kushtagi(rail)Belgaum,122.00,8.66
Chennai,Chatrapur,Chennai(air)Ratnagiri(road)Chatrapur,438.00,4.01,Chennai(rail)Chatrapur,56.00,5.08,Chennai(road)Durg(rail)Chatrapur,99.00,10.71,Chennai(rail)Sardarshahar(rail)Chatrapur,101.00,10.37,Chennai(road)Jaysingpur(rail)Chatrapur,112.00,8.13
Chennai,Suri,Chennai(road)Suri,119.00,2.36,Chennai(road)Chittorgarh(rail)Suri,106.00,8.17,Chennai(rail)Harihar(rail)Suri,106.00,11.77,Chennai(rail)Mumbai(road)Suri,113.00,6.58,Chennai(rail)Surajpur(rail)Suri,116.00,10.71
Chennai,Bhubaneswar,Chennai(air)Bhubaneswar,105.00,2.79,Chennai(rail)Lucknow(road)Bhubaneswar,99.00,7.64,Chennai(road)Durg(rail)Bhubaneswar,102.00,11.92,Chennai(rail)Thiruvalla(rail)Bhubaneswar,104.00,12.35,Chennai(rail)Sardarshahar(rail)Bhubaneswar,118.00,9.32
Chennai,Mahuva,Chennai(road)Mahuva,116.00,2.37,Chennai(rail)Lucknow(rail)Mahuva,84.00,9.82,Chennai(rail)Raipur(rail)Mahuva,108.00,7.78,Chennai(rail)Chatrapur(rail)Mahuva,108.00,7.84,Chennai(rail)Surajpur(road)Mahuva,111.00,9.56
Chennai,Jagadhri,Chennai(air)Ratnagiri(road)Jagadhri,299.00,3.42,Chennai(rail)Jagadhri,64.00,4.79,Chennai(rail)Thiruvalla(rail)Jagadhri,96.00,11.54,Chennai(rail)Mumbai(road)Jagadhri,104.00,8.26,Chennai(road)Chittorgarh(rail)Jagadhri,107.00,9.67
Chennai,Barh,Chennai(air)Ratnagiri(road)Barh,408.00,3.45,Chennai(rail)Barh,95.00,5.84,Chennai(rail)Raipur(road)Barh,106.00,7.02,Chennai(rail)Lucknow(rail)Barh,115.00,8.02,Chennai(road)Jaysingpur(rail)Barh,121.00,6.75
Chennai,Bhusawal,Chennai(air)Sagar(road)Bhusawal,499.00,4.06,Chennai(rail)Mumbai(rail)Bhusawal,86.00,8.88,Chennai(rail)Lucknow(rail)Bhusawal,93.00,8.87,Chennai(rail)Chatrapur(rail)Bhusawal,104.00,8.60,Chennai(rail)Raipur(rail)Bhusawal,106.00,10.78
Chennai,Alipurduar,Chennai(rail)Alipurduar,90.00,3.42,Chennai(rail)Mumbai(rail)Alipurduar,100.00,9.27,Chennai(road)Vizianagaram(rail)Alipurduar,109.00,7.08,Chennai(rail)Sardarshahar(rail)Alipurduar,110.00,9.32,Chennai(road)Chittorgarh(road)Alipurduar,116.00,9.20
Chennai,Kollam,Chennai(air)Kollam,439.00,2.69,Chennai(rail)Surajpur(road)Kollam,101.00,7.88,Chennai(rail)Mumbai(rail)Kollam,102.00,8.58,Chennai(road)Jaysingpur(rail)Kollam,113.00,9.99,Chennai(rail)Mahuva(rail)Kollam,114.00,10.31
Chennai,Medinipur,Chennai(rail)Medinipur,145.00,3.15,Chennai(rail)Thiruvalla(rail)Medinipur,93.00,11.08,Chennai(road)Durg(rail)Medinipur,97.00,8.78,Chennai(rail)Lucknow(rail)Medinipur,98.00,8.71,Chennai(rail)Jagadhri(road)Medinipur,122.00,8.61
Chennai,Patan,Chennai(air)Sagar(road)Patan,487.00,3.56,Chennai(road)Patan,76.00,5.97,Chennai(rail)Harihar(rail)Patan,107.00,10.34,Chennai(rail)Thiruvalla(rail)Patan,118.00,8.66,Chennai(road)Jaysingpur(road)Patan,118.00,6.46
Chennai,Mettur,Chennai(air)Hyderabad(road)Mettur,365.00,3.92,Chennai(rail)Raipur(rail)Mettur,88.00,10.72,Chennai(rail)Surajpur(rail)Mettur,95.00,7.76,Chennai(rail)Lucknow(rail)Mettur,98.00,8.68,Chennai(rail)Jagadhri(rail)Mettur,110.00,10.97
Chennai,Huliyar,Chennai(air)Sagar(road)Huliyar,450.00,3.82,Chennai(road)Huliyar,85.00,4.85,Chennai(rail)Raipur(rail)Huliyar,90.00,8.75,Chennai(rail)Jagadhri(road)Huliyar,116.00,10.23,Chennai(rail)Thiruvalla(road)Huliyar,118.00,10.38
Chennai,Harihar,Chennai(air)Sagar(air)Harihar,730.00,2.50,Chennai(rail)Harihar,66.00,5.79,Chennai(rail)Thiruvalla(rail)Harihar,92.00,9.85,Chennai(rail)Jagadhri(rail)Harihar,104.00,7.62,Chennai(road)Jaysingpur(rail)Harihar,106.00,9.39
Chennai,Rasayani,Chennai(rail)Rasayani,100.00,3.64,Chennai(rail)Lucknow(rail)Rasayani,90.00,8.59,Chennai(rail)Thiruvalla(rail)Rasayani,95.00,8.96,Chennai(rail)Sardarshahar(rail)Rasayani,105.00,7.17,Chennai(rail)Surajpur(rail)Rasayani,110.00,10.36
Chennai,Haringhata,Chennai(air)Ratnagiri(road)Haringhata,343.00,3.44,Chennai(rail)Chatrapur(rail)Haringhata,108.00,10.38,Chennai(rail)Mahuva(rail)Haringhata,109.00,8.76,Chennai(rail)Haringhata,110.00,5.06,Chennai(rail)Raipur(road)Haringhata,112.00,10.66
Chennai,Kushtagi,Chennai(rail)Kushtagi,71.00,4.29,Chennai(rail)Raipur(rail)Kushtagi,81.00,9.53,Chennai(rail)Jagadhri(rail)Kushtagi,108.00,7.97,Chennai(rail)Thiruvalla(rail)Kushtagi,113.00,10.97,Chennai(rail)Lucknow(rail)Kushtagi,114.00,10.21
Chennai,Jadugora,Chennai(air)Sagar(road)Jadugora,480.00,3.50,Chennai(rail)Jadugora,95.00,5.40,Chennai(rail)Mumbai(rail)Jadugora,109.00,7.87,Chennai(road)Jaysingpur(rail)Jadugora,119.00,9.92,Chennai(rail)Lucknow(rail)Jadugora,121.00,9.60
Chennai,Orai,Chennai(road)Orai,70.00,2.22,Chennai(road)Durg(rail)Orai,108.00,10.20,Chennai(rail)Surendranagar(rail)Orai,120.00,12.77,Chennai(rail)Mahuva(road)Orai,121.00,10.72,Chennai(rail)Raipur(rail)Channapatna(rail)Orai,127.00,15.11
Chennai,Surajpur,Chennai(rail)Surajpur,51.00,4.12,Chennai(rail)Mumbai(road)Surajpur,92.00,8.19,Chennai(rail)Thiruvalla(rail)Surajpur,97.00,11.85,Chennai(rail)Jagadhri(rail)Surajpur,105.00,7.44,Chennai(road)Orai(rail)Surajpur,116.00,5.51
Chennai,Ambernath,Chennai(road)Ambernath,94.00,2.50,Chennai(rail)Mumbai(rail)Ambernath,92.00,9.62,Chennai(rail)Raipur(road)Ambernath,108.00,10.85,Chennai(rail)Sardarshahar(road)Ambernath,116.00,10.55,Chennai(road)Chittorgarh(rail)Ambernath,118.00,7.98
Chennai,Malerkotla,Chennai(air)Sagar(road)Malerkotla,507.00,3.53,Chennai(rail)Surajpur(rail)Malerkotla,94.00,7.43,Chennai(road)Vizianagaram(rail)Malerkotla,108.00,10.89,Chennai(rail)Lucknow(rail)Malerkotla,112.00,9.41,Chennai(rail)Chatrapur(road)Malerkotla,113.00,7.76
Chennai,Jorapokhar,Chennai(road)Jorapokhar,173.00,3.93,Chennai(rail)Raipur(rail)Jorapokhar,99.00,7.96,Chennai(rail)Thiruvalla(rail)Jorapokhar,121.00,11.47,Chennai(rail)Lucknow(rail)Jorapokhar,123.00,9.47,Chennai(road)Durg(rail)Jorapokhar,125.00,10.83
Chennai,Vizianagaram,Chennai(road)Vizianagaram,62.00,3.99,Chennai(rail)Thiruvalla(rail)Vizianagaram,92.00,11.64,Chennai(rail)Raipur(rail)Vizianagaram,95.00,7.68,Chennai(rail)Sardarshahar(rail)Vizianagaram,99.00,7.81,Chennai(rail)Kushtagi(rail)Vizianagaram,112.00,8.22
Chennai,Durg,Chennai(rail)Durg,117.00,2.59,Chennai(rail)Jagadhri(road)Durg,115.00,7.44,Chennai(rail)Gokak(rail)Durg,117.00,9.52,Chennai(rail)Chatrapur(road)Durg,119.00,9.48,Chennai(rail)Harihar(road)Durg,122.00,10.60
Chennai,Himmatnagar,Chennai(rail)Himmatnagar,166.00,2.93,Chennai(rail)Mumbai(road)Himmatnagar,101.00,8.96,Chennai(road)Chittorgarh(rail)Himmatnagar,106.00,10.29,Chennai(rail)Surajpur(road)Himmatnagar,117.00,6.64,Chennai(rail)Raipur(road)Himmatnagar,118.00,9.88
Chittorgarh,Chennai,Chittorgarh(road)Chennai,121.00,2.64,Chittorgarh(rail)Himmatnagar(rail)Chennai,84.00,9.93,Chittorgarh(road)Bhubaneswar(road)Chennai,105.00,5.95,Chittorgarh(rail)Ambernath(road)Chennai,110.00,9.26,Chittorgarh(rail)Thiruvalla(road)Chennai,112.00,6.24
Chittorgarh,Ratnagiri,Chittorgarh(road)Chennai(air)Ratnagiri,369.00,3.86,Chittorgarh(rail)Jagadhri(road)Ratnagiri,102.00,8.94,Chittorgarh(rail)Suri(road)Ratnagiri,104.00,8.60,Chittorgarh(rail)Haringhata(rail)Ratnagiri,110.00,5.96,Chittorgarh(rail)Thiruvalla(rail)Ratnagiri,110.00,6.71
Chittorgarh,Goregaon,Chittorgarh(road)Goregaon,93.00,3.29,Chittorgarh(road)Alipurduar(rail)Goregaon,91.00,9.96,Chittorgarh(rail)Jagadhri(rail)Goregaon,108.00,11.40,Chittorgarh(road)Karaikal(road)Goregaon,110.00,9.77,Chittorgarh(rail)Jalpaiguri(rail)Goregaon,112.00,10.16
Chittorgarh,Pindwara,Chittorgarh(road)Lucknow(rail)Pindwara,136.00,4.66,Chittorgarh(road)Pindwara,88.00,5.77,Chittorgarh(road)Bhubaneswar(rail)Pindwara,102.00,9.34,Chittorgarh(rail)Himmatnagar(rail)Pindwara,105.00,9.95,Chittorgarh(rail)Ambernath(rail)Pindwara,111.00,6.91
Chittorgarh,Raipur,Chittorgarh(road)Lucknow(air)Raipur,524.00,3.36,Chittorgarh(rail)Jagadhri(rail)Raipur,84.00,8.32,Chittorgarh(road)Raipur,107.00,5.05,Chittorgarh(rail)Himmatnagar(road)Raipur,111.00,11.14,Chittorgarh(rail)Haringhata(rail)Raipur,113.00,9.87
Chittorgarh,Gokak,Chittorgarh(rail)Gokak,180.00,3.05,Chittorgarh(road)Bhubaneswar(rail)Gokak,107.00,7.07,Chittorgarh(road)Kushtagi(rail)Gokak,112.00,6.79,Chittorgarh(rail)Huliyar(road)Gokak,116.00,5.64,Chittorgarh(rail)Ambernath(rail)Gokak,121.00,8.84
Chittorgarh,Lucknow,Chittorgarh(road)Lucknow,66.00,2.14,Chittorgarh(rail)Haringhata(rail)Lucknow,87.00,9.38,Chittorgarh(road)Alipurduar(road)Lucknow,104.00,11.00,Chittorgarh(rail)Suri(rail)Lucknow,112.00,7.27,Chittorgarh(road)Bhubaneswar(rail)Lucknow,119.00,9.05
Chittorgarh,Delhi,Chittorgarh(road)Delhi,169.00,3.63,Chittorgarh(rail)Huliyar(road)Delhi,114.00,7.06,Chittorgarh(road)Malerkotla(road)Delhi,120.00,5.90,Chittorgarh(road)Orai(rail)Delhi,132.00,11.59,Chittorgarh(rail)Jaysingpur(rail)Delhi,143.00,12.65
Chittorgarh,Mumbai,Chittorgarh(road)Mumbai,91.00,4.32,Chittorgarh(rail)Himmatnagar(rail)Mumbai,101.00,10.20,Chittorgarh(rail)Suri(road)Mumbai,106.00,6.16,Chittorgarh(road)Bhubaneswar(road)Mumbai,116.00,8.12,Chittorgarh(rail)Jagadhri(rail)Surajpur(rail)Mumbai,124.00,14.88
Chittorgarh,Sagar,Chittorgarh(rail)Sagar,102.00,3.48,Chittorgarh(rail)Himmatnagar(rail)Sagar,88.00,12.80,Chittorgarh(road)Alipurduar(rail)Sagar,106.00,9.34,Chittorgarh(rail)Suri(road)Sagar,108.00,7.56,Chittorgarh(rail)Ambernath(rail)Sagar,110.00,8.12
Chittorgarh,Jalpaiguri,Chittorgarh(road)Belgaum(air)Jalpaiguri,398.00,3.18,Chittorgarh(rail)Jalpaiguri,72.00,6.96,Chittorgarh(rail)Jagadhri(rail)Jalpaiguri,90.00,8.17,Chittorgarh(rail)Suri(rail)Jalpaiguri,91.00,9.79,Chittorgarh(rail)Haringhata(road)Jalpaiguri,97.00,5.19
Chittorgarh,Pakur,Chittorgarh(road)Surajpur(road)Pakur,207.00,4.78,Chittorgarh(rail)Pakur,83.00,5.76,Chittorgarh(road)Bhubaneswar(road)Pakur,105.00,6.34,Chittorgarh(rail)Jaysingpur(rail)Pakur,118.00,11.20,Chittorgarh(rail)Huliyar(rail)Pakur,120.00,6.90
Chittorgarh,Sardarshahar,Chittorgarh(rail)Sardarshahar,180.00,3.45,Chittorgarh(rail)Jagadhri(road)Sardarshahar,93.00,8.95,Chittorgarh(road)Malerkotla(rail)Sardarshahar,110.00,9.19,Chittorgarh(rail)Suri(road)Sardarshahar,112.00,6.38,Chittorgarh(rail)Ambernath(rail)Sardarshahar,114.00,9.75
Chittorgarh,Sirohi,Chittorgarh(road)Lucknow(air)Sirohi,526.00,3.65,Chittorgarh(rail)Haringhata(rail)Sirohi,91.00,6.06,Chittorgarh(road)Sirohi,92.00,5.77,Chittorgarh(rail)Suri(rail)Sirohi,116.00,8.75,Chittorgarh(rail)Huliyar(road)Sirohi,119.00,5.89
Chittorgarh,Jaysingpur,Chittorgarh(road)Jaysingpur,199.00,3.37,Chittorgarh(road)Bhubaneswar(rail)Jaysingpur,101.00,8.51,Chittorgarh(rail)Thiruvalla(rail)Jaysingpur,105.00,7.53,Chittorgarh(road)Karaikal(rail)Jaysingpur,118.00,10.57,Chittorgarh(rail)Hyderabad(rail)Jaysingpur,120.00,10.52
Chittorgarh,Ramanagara,Chittorgarh(road)Ramanagara,137.00,4.01,Chittorgarh(rail)Suri(road)Ramanagara,94.00,7.41,Chittorgarh(road)Bhubaneswar(rail)Ramanagara,98.00,10.10,Chittorgarh(rail)Jagadhri(road)Ramanagara,106.00,11.17,Chittorgarh(road)Orai(rail)Ramanagara,109.00,7.85
Chittorgarh,Hyderabad,Chittorgarh(road)Hyderabad,103.00,3.90,Chittorgarh(rail)Suri(rail)Hyderabad,96.00,7.35,Chittorgarh(road)Bhubaneswar(road)Hyderabad,109.00,7.29,Chittorgarh(rail)Huliyar(road)Hyderabad,113.00,9.08,Chittorgarh(road)Karaikal(rail)Hyderabad,121.00,10.86
Chittorgarh,Channapatna,Chittorgarh(road)Channapatna,183.00,4.04,Chittorgarh(rail)Himmatnagar(rail)Channapatna,96.00,10.75,Chittorgarh(rail)Jaysingpur(rail)Channapatna,114.00,10.10,Chittorgarh(road)Karaikal(road)Channapatna,115.00,9.07,Chittorgarh(road)Lucknow(rail)Channapatna,115.00,4.90
Chittorgarh,Surendranagar,Chittorgarh(rail)Surendranagar,139.00,4.08,Chittorgarh(rail)Suri(road)Surendranagar,108.00,6.50,Chittorgarh(road)Bhubaneswar(rail)Surendranagar,112.00,9.89,Chittorgarh(rail)Jagadhri(rail)Surendranagar,116.00,8.74,Chittorgarh(rail)Huliyar(road)Surendranagar,122.00,6.04
Chittorgarh,Thiruvalla,Chittorgarh(rail)Thiruvalla,54.00,3.33,Chittorgarh(rail)Jagadhri(road)Thiruvalla,98.00,10.24,Chittorgarh(road)Alipurduar(rail)Thiruvalla,110.00,11.49,Chittorgarh(rail)Ambernath(road)Thiruvalla,111.00,8.54,Chittorgarh(road)Lucknow(road)Thiruvalla,116.00,6.81
Chittorgarh,Ranebennur,Chittorgarh(road)Surajpur(road)Ranebennur,209.00,4.55,Chittorgarh(rail)Ranebennur,82.00,6.05,Chittorgarh(rail)Suri(rail)Ranebennur,87.00,7.18,Chittorgarh(rail)Huliyar(rail)Ranebennur,111.00,8.01,Chittorgarh(road)Bhubaneswar(rail)Ranebennur,117.00,8.16
Chittorgarh,Karaikal,Chittorgarh(rail)Karaikal,135.00,3.93,Chittorgarh(rail)Suri(rail)Karaikal,82.00,8.19,Chittorgarh(rail)Jagadhri(rail)Karaikal,93.00,8.42,Chittorgarh(rail)Jalpaiguri(rail)Karaikal,112.00,10.32,Chittorgarh(rail)Huliyar(rail)Karaikal,113.00,8.94
Chittorgarh,Belgaum,Chittorgarh(road)Belgaum,94.00,2.01,Chittorgarh(road)Alipurduar(rail)Belgaum,110.00,7.79,Chittorgarh(rail)Jalpaiguri(rail)Belgaum,114.00,10.42,Chittorgarh(rail)Jagadhri(road)Belgaum,116.00,9.82,Chittorgarh(rail)Huliyar(rail)Belgaum,118.00,8.62
Chittorgarh,Chatrapur,Chittorgarh(road)Kushtagi(road)Chatrapur,244.00,4.21,Chittorgarh(rail)Himmatnagar(road)Chatrapur,95.00,10.88,Chittorgarh(rail)Hyderabad(rail)Chatrapur,99.00,11.85,Chittorgarh(rail)Suri(road)Chatrapur,105.00,9.38,Chittorgarh(road)Bhubaneswar(road)Chatrapur,105.00,8.70
Chittorgarh,Suri,Chittorgarh(rail)Suri,41.00,4.05,Chittorgarh(road)Alipurduar(rail)Suri,95.00,9.59,Chittorgarh(rail)Ambernath(rail)Suri,98.00,7.63,Chittorgarh(rail)Jalpaiguri(rail)Suri,112.00,13.35,Chittorgarh(rail)Jagadhri(rail)Harihar(rail)Suri,122.00,14.36
Chittorgarh,Bhubaneswar,Chittorgarh(rail)Bhubaneswar,146.00,2.53,Chittorgarh(rail)Ambernath(road)Bhubaneswar,104.00,7.37,Chittorgarh(rail)Thiruvalla(rail)Bhubaneswar,107.00,9.95,Chittorgarh(road)Alipurduar(road)Bhubaneswar,115.00,7.29,Chittorgarh(road)Kushtagi(road)Bhubaneswar,122.00,6.02
Chittorgarh,Mahuva,Chittorgarh(rail)Mahuva,144.00,2.86,Chittorgarh(rail)Ambernath(rail)Mahuva,101.00,10.49,Chittorgarh(road)Lucknow(rail)Mahuva,108.00,6.53,Chittorgarh(road)Karaikal(rail)Mahuva,110.00,12.81,Chittorgarh(rail)Hyderabad(rail)Mahuva,116.00,7.91
Chittorgarh,Jagadhri,Chittorgarh(road)Jagadhri,128.00,4.76,Chittorgarh(road)Alipurduar(rail)Jagadhri,96.00,11.78,Chittorgarh(rail)Thiruvalla(rail)Jagadhri,99.00,9.14,Chittorgarh(rail)Suri(rail)Jagadhri,105.00,7.92,Chittorgarh(rail)Himmatnagar(rail)Jagadhri,110.00,10.00
Chittorgarh,Barh,Chittorgarh(road)Barh,150.00,2.09,Chittorgarh(rail)Haringhata(rail)Barh,90.00,7.49,Chittorgarh(rail)Ambernath(road)Barh,110.00,7.22,Chittorgarh(rail)Himmatnagar(road)Barh,112.00,9.67,Chittorgarh(rail)Jaysingpur(rail)Barh,119.00,8.64
Chittorgarh,Bhusawal,Chittorgarh(road)Bhusawal,179.00,3.89,Chittorgarh(rail)Himmatnagar(rail)Bhusawal,91.00,12.99,Chittorgarh(road)Alipurduar(rail)Bhusawal,97.00,7.88,Chittorgarh(road)Bhubaneswar(rail)Bhusawal,99.00,6.52,Chittorgarh(road)Lucknow(rail)Bhusawal,117.00,5.58
Chittorgarh,Alipurduar,Chittorgarh(road)Alipurduar,51.00,5.08,Chittorgarh(rail)Himmatnagar(road)Alipurduar,102.00,10.53,Chittorgarh(rail)Jagadhri(road)Alipurduar,108.00,10.16,Chittorgarh(rail)Suri(road)Alipurduar,110.00,6.20,Chittorgarh(rail)Hyderabad(road)Alipurduar,111.00,8.10
Chittorgarh,Kollam,Chittorgarh(road)Kollam,134.00,3.59,Chittorgarh(road)Alipurduar(rail)Kollam,94.00,11.53,Chittorgarh(road)Karaikal(rail)Kollam,108.00,11.49,Chittorgarh(rail)Jaysingpur(rail)Kollam,111.00,11.88,Chittorgarh(rail)Ambernath(rail)Kollam,112.00,7.95
Chittorgarh,Medinipur,Chittorgarh(road)Surajpur(road)Medinipur,278.00,4.84,Chittorgarh(road)Medinipur,76.00,5.10,Chittorgarh(rail)Thiruvalla(rail)Medinipur,96.00,8.68,Chittorgarh(rail)Jagadhri(road)Medinipur,100.00,9.37,Chittorgarh(rail)Haringhata(rail)Medinipur,119.00,5.98
Chittorgarh,Patan,Chittorgarh(road)Patan,133.00,3.97,Chittorgarh(rail)Suri(rail)Patan,83.00,9.78,Chittorgarh(road)Karaikal(rail)Patan,103.00,11.65,Chittorgarh(rail)Jaysingpur(road)Patan,116.00,8.35,Chittorgarh(road)Medinipur(rail)Patan,119.00,11.39
